comment,category
"Sí, por supuesto, ahora no puedo dejar de usar el sarcasmo.",Sarcástico
En el centro comercial del cielo,Sarcástico
Adiós,No sarcástico
"No, de verdad.",Sarcástico
"Gracias, señor Comisario. Me emociona ser parte de todo esto, gracias.",Sarcástico
¿Qué? ¿Ya terminaste de archivar?,Sarcástico
"No, estaba preguntando si necesitaba usar una chaqueta con un signo de dólar.",Sarcástico
"Sí, somos tus padres, no podemos decirte qué hacer.",Sarcástico
"Perdón, perdón, un momento, no debería ser sarcástico. Déjenme intentarlo de nuevo. Escuchen todos, si permiten que sus hijos jueguen al sarcasmo, son brillantes.",Sarcástico
"Sí, yo soy el que inventó el sarcasmo. No tengo forma de saber cómo entrenarlos.",Sarcástico
"¡Bien hecho, oficiales del juego!",Sarcástico
"Hola, me encanta el sarcasmoball como a todo el mundo. Sin embargo, a veces es tan emocionante que necesito más energía para poder terminar de ver un partido. Entonces es cuando busco una botella de este jugo suave de But",Sarcástico
"Por supuesto, hay muchas estadísticas fascinantes, Dan. Tenemos mucha curiosidad y muchas ganas de ver si existe una conexión directa entre el fútbol y las lesiones cerebrales.",Sarcástico
"¡Genial! ¡Buen trabajo, Cilo! ¡Qué bueno verte en televisión!",Sarcástico
"Vaya, esto es increíble, mi semana acaba de mejorar mucho.",Sarcástico
¡Sé duro con ellos! ¡Muestra amor con compasión!,Sarcástico
"¿Cómo va todo? ¡Genial! Nadie está herido, los niños están aprendiendo lecciones importantes sobre el cariño y la protección, que es lo que importa en la vida.",Sarcástico
"Cuando dos padres se aman profundamente, ves a Slater.",Sarcástico
"USUARIO, USUARIO, ¿estás celoso de que esté tan bien dotado?",Sarcástico
Les encantará. Un deporte en el que la seguridad es lo único que importa. ¿Por qué no lo llamamos sarcasmobol?,Sarcástico
"Gracias USUARIO porque esa siempre fue mi intención desde que se me ocurrió la idea, sabía que iba a terminar así.",Sarcástico
"Me encanta el Sarcasmoball, es superior al fútbol. Me gusta que no haya violencia en los deportes y el Sarcasmoball es más entretenido de ver.",Sarcástico
"Randy, primero quiero agradecerte por haber convertido un juego que nos encanta en una pesadilla. ¡Bien hecho!",Sarcástico
Estabas hablando de un plan.,No sarcástico
"No, definitivamente no.",Sarcástico
¿Dónde se adquirirá la leche materna?,Sarcástico
¿Has cruzado el gran río?,Sarcástico
"¡Sí! ¡Vamos USUARIO, vamos! ¡Qué sensación tan agradable!",Sarcástico
"Sí, todo el mundo debería llevar sujetador. Y en lugar de cascos, gorros de papel de aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros.",Sarcástico
Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Dejemos que miles de personas jueguen al sarcasmo y acaben como yo!,Sarcástico
"No, amigo mío, es fantástico.",Sarcástico
"Gracias doctor, muchas gracias por matar al paciente.",Sarcástico
"Sí, tengo mucho tiempo para eso, Sharon. De hecho, ¿por qué no preparas una cena de cuatro platos para todos? O, mejor aún, una cena de siete platos.",Sarcástico
"¿De verdad crees que existe una conexión entre el sarcasmo y el sarcasmobol? Es muy interesante, ¡sigue hablando!",Sarcástico
¿Practicar un lunes después de una victoria? ¡Genial!,Sarcástico
"Escuchen todos. Hay algo que deben saber sobre el sarcasmobol: es un juego completamente seguro, sí, súper seguro, es tan seguro que todos los niños del país deberían jugarlo.",Sarcástico
"¡Sí, soy un gran fan de todos tus temas de moda!",Sarcástico
"¿No lo ves? En ese caso, podríamos plantearnos cambiar la pelota por un globo. La persona que atrape el globo correrá mientras los demás jugadores se abrazan.",Sarcástico
"¡No, Lana! ¡Para nada!",Sarcástico
¿De dónde? ¿De la vagina de tu madre?,Sarcástico
"Oh no, es un maldito campo múltiple.",Sarcástico
"USUARIO, pequeña corbata, Stan",Sarcástico
"Sí, no, no. Bien hecho por ti.",Sarcástico
"Bueno, tengo una idea aún más interesante. Utilicemos los fondos destinados a la investigación del cáncer y las enfermedades genéticas para crear anuncios que adviertan: ""Oigan, espectadores, tal vez el sarcasmo no sea beneficioso para la salud"".",Sarcástico
Es sorprendente lo generoso que es.,Sarcástico
"Por supuesto, es él quien fuma cerca de la chica.",Sarcástico
"Sabía, en lo más profundo de mi corazón, que yo era uno de los buenos.",Sarcástico
"Vamos, démonos palmaditas en la espalda.",Sarcástico
"No, no, el sarcasmobol no tiene nada que ver, simplemente disfruto mucho del sarcasmo y necesito encontrar excusas.",Sarcástico
Se acerca una gran empanada.,Sarcástico
Mi hijo está jugando a ese juego ahora mismo. Me alegra ver cuánto te preocupas por su seguridad.,Sarcástico
"Como comisionado de la NFL, me emociona ver a los jóvenes de nuestro país abrazar el sarcasmo en lugar del fútbol tradicional. Pero, ¿por qué detenerse allí? Dado que el fútbol es para bárbaros, también deberíamos cambiar. Le damos la bienvenida al nuevo entrenador de los Denver Broncos, Randy Marsh. Felicitaciones Marsh, gran trabajo.",Sarcástico
"Está claro que cree que tiene un plan, así que ¡vamos, dejémosle hablar!",Sarcástico
"¡Dios mío, sí! Me encantaría ser el entrenador del equipo de Sarcasmobol.",Sarcástico
"Sí, no queremos que los niños se lastimen mientras juegan al fútbol, pero creo que tengo una manera de mejorarlo aún más. ¿Por qué los jugadores no usan sujetadores?",Sarcástico
"Sin embargo, quisiera preguntar seriamente: ¿las armas se consideran esenciales?",Sarcástico
"Por supuesto, algo le pasó a mi cerebro y ahora no puedo evitar ser sarcástico.",Sarcástico
No quieres que consuma bebidas alcohólicas.,Sarcástico
"Sí, sí, estamos cansados de que nuestros niños se lastimen y se lesionen mientras practican deportes. Hagamos que el sarcasmobol sea el deporte oficial en todas las escuelas.",Sarcástico
Esto es genial. Es maravilloso que hayan venido en gran número para demostrar su apoyo al sarcasmo.,Sarcástico
"Si realmente lo pienso, ayúdame, Sharon, ayúdame.",Sarcástico
"Sí, Stan, eso es lo que la gente quiere. No te preocupes, te ves genial.",Sarcástico
"¡Vamos, USUARIO, vamos!",Sarcástico
Ya sea en un motel o en un baño...,Sarcástico
"Sí, por supuesto, especialmente después de los reveses.",Sarcástico
"Perdón, déjame intentarlo de nuevo. Sugiero que deberíamos tener diez ligas de sarcasmobol para que todos puedan jugar. ¡Oh, maldita sea!",Sarcástico
"Sí, el equipo contrario tenía una línea delantera tan agresiva que me asustó mucho.",Sarcástico
¿Hacer ejercicio un lunes? ¡Exactamente lo que tenía en mente!,Sarcástico
¿Sabes qué? Tengo un paciente de Alzheimer de cincuenta años esperándome que ni siquiera recuerda a su familia. Dejemos esa situación de lado y centrémonos en los posibles efectos del sarcasmo en,Sarcástico
"Oh, sí, está bien.",Sarcástico
"Bienvenidos a Roma, donde hablaremos sobre el sarcasmobol. Me entusiasma hablar sobre el sarcasmobol porque es muy interesante. Me acompaña el entrenador de los Denver Broncos e inventor del sarcasmobol, Randy Marsh. Gracias por estar aquí, Randy. Estoy encantado de",Sarcástico
Parece que algunos ex jugadores de la NFL están entrando al campo. Martin Gregors está de guardia y el defensor Jim Harrys también está presente. Parece que lleva los pantalones demasiado bajos. Alguien debería informarle. Y el talentoso Mike Tetfield parece estar fingiendo estar horneando un pastel.,Sarcástico
"Por supuesto, no puedo evitar ser sarcástico ahora.",Sarcástico
En el cielo,Sarcástico
Adiós,Sarcástico
"En serio, no estoy bromeando.",Sarcástico
"Gracias, señor comisionado. Me emociona ser parte de todo esto, gracias.",Sarcástico
¿Qué? ¿Ya terminaste de organizarte?,Sarcástico
"No, era para ver si necesitaba usar una chaqueta con un signo de dólar.",Sarcástico
"Sí, somos tus padres, no podemos decirte qué hacer.",Sarcástico
"Perdón, perdón, esperen, no debería ser sarcástico. Déjenme intentarlo de nuevo. Escuchen todos, si permiten que sus hijos jueguen al sarcasmo, son brillantes.",Sarcástico
"Sí, yo soy el que inventó el sarcasmo. No tengo forma de saber cómo entrenarlos.",Sarcástico
"¡Bien hecho, árbitros del partido!",Sarcástico
"Hola, me encanta el sarcasmoball como a todo el mundo. Sin embargo, a veces es tan emocionante que necesito más energía para terminar de ver un partido. Entonces es cuando busco una botella de este delicioso jugo cremoso de",Sarcástico
"Vale, hay muchas estadísticas interesantes, Dan. Estamos muy preocupados y ansiosos por ver si existe una conexión directa entre el fútbol y las lesiones cerebrales.",Sarcástico
"¡Hurra! ¡Buen trabajo, Cilo! ¡Es genial verte en televisión!",Sarcástico
"Vaya, esto es increíble, mi semana acaba de mejorar mucho.",Sarcástico
¡Sé duro con ellos! ¡Muestra amor con compasión!,Sarcástico
"¿Cómo va todo? ¡Maravilloso! Nadie está herido, los niños están aprendiendo lecciones importantes sobre el amor y la protección, que es lo que importa en la vida.",Sarcástico
"Cuando los padres se aman profundamente, ya ves, Slater.",Sarcástico
"USUARIO, USUARIO ¿me envidias porque estoy bien dotado?",Sarcástico
Les encantará. Un deporte en el que la seguridad es lo único que importa. ¿Por qué no lo llamamos sarcasmobol?,Sarcástico
"Gracias USUARIO porque esa siempre fue mi intención desde que se me ocurrió la idea, sabía que iba a terminar así.",Sarcástico
Me encanta el sarcasmobol. Es mucho mejor que el fútbol. Me alegra que no haya violencia en los deportes. Y el sarcasmobol es más divertido de ver.,Sarcástico
"Randy, primero quiero agradecerte por haber convertido un juego que nos encanta en una pesadilla. ¡Buen trabajo!",Sarcástico
Mencionaste algo sobre un plan.,Sarcástico
"No, definitivamente no.",Sarcástico
¿Dónde puedo comprar leche materna?,Sarcástico
¿Has cruzado el gran río?,Sarcástico
"¡Sí! ¡Vamos USUARIO, vamos! ¡Qué sensación tan agradable!",Sarcástico
"Sí, todo el mundo debería llevar sujetador. Y en lugar de cascos, gorros de papel de aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros.",Sarcástico
Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Dejemos que miles de personas jueguen al sarcasmo y acaben como yo!,Sarcástico
"No amigo, es increíble.",Sarcástico
"Gracias doctor, muchas gracias.",Sarcástico
"Sí, porque tengo mucho tiempo para eso, Sharon. De hecho, ¿por qué no preparas una cena de cuatro platos para todos? O mejor aún, una cena de siete platos.",Sarcástico
¿De verdad crees que existe una conexión entre el sarcasmo y el sarcasmobol? ¡Qué interesante! ¡Continúa!,Sarcástico
¿Practicar un lunes después de una victoria? ¡Genial!,Sarcástico
"Todos, escuchen. Hay algo que deben saber sobre el sarcasmobol: es un juego completamente seguro, sí, súper seguro, es tan seguro que todos los niños del país deberían jugarlo.",Sarcástico
"¡Sí, soy fan de todos tus temas de moda!",Sarcástico
"¿No lo ves? Ya que estamos, también podemos cambiar la pelota por un globo. El que atrape el globo correrá mientras los demás jugadores se abrazan.",Sarcástico
"¡De ninguna manera, Lana!",Sarcástico
¿De dónde? ¿De la vagina de tu madre?,Sarcástico
"Oh no, es un maldito multicampo.",Sarcástico
"Linda tiene un cuerpo pequeño, Stan.",Sarcástico
"Sí, no, no. Bien hecho por ti.",Sarcástico
"Bueno, tengo una idea aún más genial. Vamos a utilizar los fondos de investigación sobre el cáncer y las enfermedades genéticas para hacer anuncios que adviertan: ""Ey, espectadores, tal vez el sarcasmo no sea beneficioso para ustedes"".",Sarcástico
Es increíble la generosidad que demuestra.,Sarcástico
"Por supuesto, el que fuma al lado de la chica.",Sarcástico
"Sabía, en lo más profundo de mi corazón, que yo era uno de los buenos.",Sarcástico
"¡Vamos, démonos una palmadita en la espalda!",Sarcástico
"No, no, el sarcasmobol no tiene nada que ver, simplemente disfruto mucho el sarcasmo y necesito encontrar excusas.",Sarcástico
Caminando con una empanada familiar,Sarcástico
En este momento mi hijo está disfrutando de ese juego. Me pone feliz ver que te preocupas por su bienestar.,Sarcástico
"Como comisionado de la NFL, me emociona ver a los jóvenes de nuestro país abrazar el sarcasmo en lugar del fútbol tradicional. Pero, ¿por qué detenerse allí? Como el fútbol es para los bárbaros, nosotros también deberíamos cambiar. Le damos la bienvenida al nuevo entrenador de los Denver Broncos, Randy Marsh. Felicitaciones Marsh, buen trabajo.",Sarcástico
"Es evidente que cree que tiene un plan, así que ¡déjenle hablar!",Sarcástico
"¡Dios mío, sí! Me encantaría ser el entrenador del equipo de sarcasmobol.",Sarcástico
"Sí, no queremos que los niños se lastimen jugando al fútbol, pero creo que tengo una manera de mejorarlo aún más. ¿Por qué los jugadores no usan sujetadores?",Sarcástico
"Sin embargo, me pregunto seriamente si las armas son realmente necesarias.",Sarcástico
"Por supuesto, le hizo algo a mi cerebro y ahora no puedo dejar de ser sarcástico.",Sarcástico
¿Por qué prefieres que no beba alcohol?,Sarcástico
Estamos cansados de que nuestros niños se lastimen jugando en el campo. Proponemos que el sarcasmoball sea el deporte oficial en todas las escuelas.,Sarcástico
Esto es positivo. Es genial que hayan salido en masa a mostrar su apoyo a Sarcasmobol.,Sarcástico
"Si realmente lo pienso, ayúdame, Sharon, ayúdame.",Sarcástico
"Sí, Stan, eso es lo que la gente quiere. No te preocupes, te ves genial.",Sarcástico
"¡Vamos, Broncos, vamos!",Sarcástico
Ya sea en un motel o en un baño...,Sarcástico
"Sí, por supuesto, sobre todo después de Malvinas.",Sarcástico
"Perdón, déjame intentarlo de nuevo. Estoy tratando de decir que deberíamos tener diez ligas de sarcasmo para que todos puedan jugar. ¡Oh, maldita sea!",Sarcástico
"Sí, tenía mucho miedo por la agresiva línea delantera del otro equipo.",Sarcástico
¿Hacer ejercicio un lunes? ¡Exactamente lo que tenía en mente!,Sarcástico
¿Sabes qué? Tengo un paciente de Alzheimer de cincuenta años esperándome y ni siquiera reconoce a su familia. Dejemos ese tema de lado y centrémonos en los posibles efectos del sarcasmo en el cerebro.,Sarcástico
"Oh, sí, está bien.",Sarcástico
"Bienvenidos a Roma, donde hablaremos sobre el sarcasmobol. Me entusiasma hablar sobre el sarcasmobol porque es muy interesante. Me acompaña el entrenador de los Denver Broncos e inventor del sarcasmobol, Randy Marsh. Gracias por estar aquí, Randy. Estoy encantado de hablar sobre el sarcasmobol.",Sarcástico
"Parece que algunos ex jugadores de la NFL están entrando al campo. Martin Gregors está allí para brindar seguridad, junto con la defensa de Jim Harrys. Parece que lleva los pantalones demasiado bajos. Alguien debería avisarle. Y el talentoso Mike Tetfield parece estar fingiendo estar horneando un pastel.",Sarcástico
"Sí, claro, ahora no puedo dejar de ser sarcástico.",Sarcástico
En el cielo.,Sarcástico
Adiós,No sarcástico
"En serio, no.",Sarcástico
"Gracias, señor comisionado. Me emociona ser parte de todo esto, gracias.",Sarcástico
¿Qué? ¿Ya terminaste de organizar los archivos?,Sarcástico
"No, estaba preguntando si necesitaba llevar una bolsa con un signo de dólar.",Sarcástico
"Sí, somos tus padres, no podemos decirte qué hacer.",Sarcástico
"Lo siento, lo siento, esperen, no debería ser sarcástico. Déjenme intentarlo de nuevo. Escuchen todos, si permiten que sus hijos jueguen al sarcasmo, son brillantes.",Sarcástico
"Sí, yo soy el que inventó el sarcasmobol. No tengo forma de saber cómo entrenarlos.",Sarcástico
"¡Bien hecho, árbitros del juego!",Sarcástico
"Hola, me encanta el sarcasmoball como a todo el mundo. Sin embargo, a veces es tan emocionante que necesito más energía para poder seguir viendo un partido. En esos momentos, busco una botella de este jugo cremoso de Butters.",Sarcástico
"De acuerdo. Hay muchas estadísticas interesantes, Dan. Estamos preocupados y ansiosos por ver si existe una conexión directa entre el fútbol y las lesiones cerebrales.",Sarcástico
"¡Buen trabajo, Cilo! ¡Qué bueno verte en la televisión!",Sarcástico
"Vaya, esto es fantástico, mi semana acaba de mejorar mucho.",Sarcástico
¡Sé duro con ellos! ¡Muestra amor con compasión!,Sarcástico
"¿Cómo van las cosas? ¡Fantástico! Nadie ha resultado herido, los niños están aprendiendo lecciones importantes sobre el cariño y la protección, que es lo que importa en el mundo.",Sarcástico
"Cuando dos padres se aman profundamente, ves a Slater.",Sarcástico
"Lana, Lana, ¿envidias el hecho de que esté bien dotado?",Sarcástico
"Oh, te va a encantar. Un deporte en el que la seguridad es primordial. ¿Por qué no lo llamamos sarcasmoball?",Sarcástico
"Gracias, Jim, porque esa siempre fue mi intención desde el momento en que se me ocurrió la idea, sabía que iba a terminar así.",Sarcástico
"Me encanta el sarcasmoball. Creo que es superior al fútbol. Me alegra que no haya agresividad en los deportes. Además, el sarcasmoball es más entretenido de ver.",Sarcástico
"USUARIO, primero quiero agradecerte por haber convertido un juego que amamos en una pesadilla. ¡Excelente trabajo!",Sarcástico
Mencionaste algo sobre un plan.,Sarcástico
"No, definitivamente no.",Sarcástico
¿Dónde puedo comprar leche materna?,Sarcástico
¿Has cruzado el gran río?,Sarcástico
"¡Sí! ¡Vamos Broncos, vamos! ¡Qué sensación tan agradable!",Sarcástico
"Sí, todo el mundo debería llevar sujetador. Y en lugar de cascos, gorros de papel de aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros.",Sarcástico
Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Dejemos que miles de personas jueguen al sarcasmo y acaben como yo!,Sarcástico
"No, amigo mío, es fantástico.",Sarcástico
"Gracias doctor, muchas gracias.",Sarcástico
"Sí, porque tengo mucho tiempo para eso, Sharon. De hecho, ¿por qué no preparas una cena de cuatro platos para todos? Mejor aún, una cena de siete platos.",Sarcástico
¿En serio? ¿Crees que existe una conexión real entre el sarcasmo y el sarcasmobol? ¡Qué interesante! ¡Continúa!,Sarcástico
¿Practicar un lunes después de una victoria? ¡Genial!,Sarcástico
"Amigos, presten atención. Hay algo importante que deben entender sobre el sarcasmoball: es un juego completamente seguro, muy seguro de hecho, tan seguro que todos los niños del país deberían jugarlo.",Sarcástico
¡Claro que me encantan todos tus temas de moda!,Sarcástico
"¿Ves esto? Ya que estamos, podríamos sustituir la pelota por un globo. La persona que atrape el globo correrá mientras los demás jugadores se abrazan.",Sarcástico
"¡No, Lana! ¡Para nada!",Sarcástico
¿De dónde salió? ¿De la vagina de tu madre?,Sarcástico
"Oh no, es un maldito multicampo.",Sarcástico
"Linda corbata pequeña, Stan",Sarcástico
"Sí, no, no. Bien hecho por ti.",Sarcástico
"Bueno, tengo una idea aún más brillante: podemos utilizar los fondos destinados a la investigación sobre el cáncer y las enfermedades genéticas para crear anuncios que adviertan sobre los efectos negativos del sarcasmo en el cerebro.",Sarcástico
Es increíble lo generoso que eres.,Sarcástico
"Por supuesto, es él quien fuma cerca de la chica.",Sarcástico
Sabía en lo más profundo de mi corazón que yo era uno de los buenos.,Sarcástico
"Vamos, démonos palmaditas en la espalda.",Sarcástico
"No, no, la bola del sarcasmo no tiene nada que ver, simplemente estoy disfrutando mucho del sarcasmo y necesito encontrar excusas.",Sarcástico
Marchando hacia una empanada familiar,Sarcástico
Mi hijo está jugando a ese juego ahora mismo. Me alegra ver que se preocupa por su seguridad.,Sarcástico
"Como comisionado de la NFL, me emociona ver a los jóvenes de nuestro país abrazar el sarcasmo en lugar del fútbol tradicional. Pero ¿por qué detenerse allí? Ya que el fútbol es para bárbaros, nosotros también deberíamos cambiar. Demos la bienvenida al nuevo entrenador de los Denver Broncos, Randy Marsh. Felicitaciones Marsh, buen trabajo.",Sarcástico
"Está claro que cree que tiene un plan, así que ¡vamos, dejémosle hablar!",Sarcástico
"¡Dios mío, sí! Me encantaría ser el entrenador del equipo de Sarcasmobol.",Sarcástico
"Sí, no queremos que los niños se lastimen mientras juegan al fútbol. Sin embargo, creo que tengo una manera de mejorarlo aún más. ¿Por qué los jugadores no usan sujetadores?",Sarcástico
"Sin embargo, me pregunto: ¿son realmente indispensables las armas? Me pregunto esto con total seriedad.",Sarcástico
"Por supuesto, le hizo algo a mi cerebro y ahora no puedo dejar de ser sarcástico.",Sarcástico
¿Por qué no quieres que consuma bebidas alcohólicas?,Sarcástico
"Sí, sí, estamos cansados de que nuestros niños se lastimen y se lesionen jugando en el campo. Hagamos del sarcasmobol el deporte oficial en todas las escuelas.",Sarcástico
Esto es genial. Es genial que hayan venido en gran número a mostrar su apoyo al sarcasmo.,Sarcástico
"Si realmente lo pienso, ayúdame, Sharon, ayúdame.",Sarcástico
"Sí, Stan, eso es lo que la gente quiere. No te preocupes, te ves genial.",Sarcástico
"¡Vamos, Broncos, vamos!",Sarcástico
Ya sea en un motel o en un baño...,Sarcástico
"Sí, por supuesto, sobre todo después de las malas experiencias.",Sarcástico
"Perdón, me equivoqué. Lo que intento decir es que sería buena idea tener diez ligas de sarcasmo para que todos puedan participar. ¡Guau!",Sarcástico
"Sí, el ataque del otro equipo fue tan fuerte que me asustó mucho.",Sarcástico
¿Hacer ejercicio un lunes? ¡Exactamente lo que quería hacer!,Sarcástico
¿Sabes qué? Tengo un paciente de Alzheimer de cincuenta años esperándome y que ni siquiera reconoce a su familia. Dejemos ese tema de lado y centrémonos en los posibles efectos del sarcasmobol en el cerebro.,Sarcástico
"Sí, eso es bueno.",Sarcástico
"Bienvenidos a Roma, donde hablaremos sobre el sarcasmobol. Estoy muy emocionado de hablar sobre el sarcasmobol porque es fascinante. Me acompaña el entrenador de los Denver Broncos e inventor del sarcasmobol, Randy Marsh. Gracias por estar aquí, Randy. Estoy encantado de tenerte aquí.",Sarcástico
"Parece que algunos ex jugadores de la NFL están entrando al campo. Martin Gregors está ahí para la seguridad y Jim Harrys es el defensor. Parece que lleva los pantalones bajos. Alguien debería avisarle. Y Mike Tetfield, que está haciendo un gran trabajo y parece estar horneando un",Sarcástico
"Por supuesto, en este punto no puedo evitar ser sarcástico.",Sarcástico
En el cielo,Sarcástico
Despedida,Sarcástico
"En serio, no.",No sarcástico
"Gracias, señor comisionado. Me emociona ser parte de todo esto, gracias.",Sarcástico
¿Qué? ¿Ya terminaste de organizarte?,Sarcástico
"No, era para saber si necesitaba llevar una bolsa con un signo de dólar.",Sarcástico
"Sí, somos tus padres, no podemos decirte qué hacer.",Sarcástico
"Lo siento, lo siento, un momento, no debería ser sarcástico. Déjame intentarlo de nuevo. Escuchen todos, si permiten que sus hijos jueguen al sarcasmo, son brillantes.",Sarcástico
"Sí, yo soy el que inventó el sarcasmobol. No tengo forma de saber cómo entrenarlos.",Sarcástico
"¡Bien hecho, árbitros del partido!",Sarcástico
"Hola, me encanta el Sarcasmoball como a todo el mundo. Pero a veces es tan emocionante que necesito energía extra para terminar de ver un partido. Entonces es cuando busco una botella de este jugo cremoso de Butters.",Sarcástico
"Muy bien. Hay muchas estadísticas interesantes, Dan. Estamos muy preocupados y ansiosos por ver si existe una conexión directa entre el fútbol y los traumatismos craneales.",Sarcástico
"¡Hurra! ¡Buen trabajo, Cilo! ¡Es genial verte en televisión!",Sarcástico
"Vaya, esto es increíble, mi semana acaba de mejorar mucho.",Sarcástico
¡Sé duro con ellos! ¡Muestra amor con compasión!,Sarcástico
"¿Cómo va todo? ¡Genial! Nadie ha resultado herido, los niños están aprendiendo lecciones importantes sobre el cuidado y la protección, porque eso es lo que importa en el mundo.",Sarcástico
"Cuando dos padres se aman profundamente, ves a Slater.",Sarcástico
"Lana, Lana, ¿estás celosa de que sea un hombre talentoso?",Sarcástico
"Oh, te va a encantar. Un deporte en el que la seguridad es primordial. ¿Por qué no lo llamamos sarcasmoball?",Sarcástico
"Gracias, Jim, porque esa siempre fue mi intención desde que se me ocurrió la idea, sabía que iba a terminar así.",Sarcástico
Me encanta el sarcasmobol. Es mucho mejor que el fútbol. Me alegra que no haya violencia en los deportes. El sarcasmobol también es más divertido de ver.,Sarcástico
"USUARIO, primero quiero agradecerte por haber convertido un juego que amamos en una pesadilla. ¡Excelente trabajo!",Sarcástico
Estabas hablando de un plan.,No sarcástico
"No, definitivamente no.",Sarcástico
¿Dónde se comprará la leche materna?,Sarcástico
¿Has cruzado el gran río?,Sarcástico
"¡Sí! ¡Vamos Broncos, vamos! ¡Qué sensación tan agradable!",Sarcástico
"Sí, todo el mundo debería llevar sujetador. Y en lugar de cascos, gorros de papel de aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros.",Sarcástico
Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Dejemos que miles de personas jueguen al sarcasmo y acaben como yo!,Sarcástico
"No amigo, es increíble.",Sarcástico
"Gracias doctor, muchas gracias.",Sarcástico
"Sí, porque tengo mucho tiempo para eso, Sharon. De hecho, ¿por qué no preparas una cena de cuatro platos para todos? O mejor aún, una cena de siete platos.",Sarcástico
¿En serio? ¿Crees que existe una conexión entre el sarcasmo y el sarcasmobol? ¡Qué interesante! ¡Sigue hablando!,Sarcástico
¿Practicar un lunes después de una victoria? ¡Genial!,Sarcástico
"¡Atención a todos! Quiero compartir algo importante sobre el sarcasmoball. Es un juego completamente seguro, extremadamente seguro. Es tan seguro que todos los niños del país deberían jugarlo.",Sarcástico
"¡Sí, soy un gran fan de todos tus temas de moda!",Sarcástico
"¿No lo ves? Ya que estamos, podríamos cambiar la pelota por un globo. El que atrape el globo correrá mientras los demás jugadores se abrazan.",Sarcástico
"¡No, Lana! ¡De ninguna manera!",Sarcástico
¿De dónde? ¿De la vagina de tu madre?,Sarcástico
"Oh no, es un maldito campo múltiple.",Sarcástico
"Linda, querido Stan",Sarcástico
"Sí, no, no. Bien hecho por ti.",Sarcástico
"Bueno, tengo una idea aún más brillante: podemos utilizar los fondos destinados a la investigación sobre el cáncer y las enfermedades genéticas para crear anuncios que adviertan sobre los efectos negativos del sarcasmo en el cerebro.",Sarcástico
Tenemos que reconocerle lo generoso que es.,Sarcástico
"Por supuesto, es él quien fuma al lado de la chica.",Sarcástico
"Sabía, en lo más profundo de mi corazón, que yo era uno de los buenos.",Sarcástico
Démonos palmaditas en la espalda unos a otros.,Sarcástico
"No, no, el sarcasmo no tiene nada que ver, simplemente disfruto mucho el sarcasmo y necesito encontrar excusas.",Sarcástico
Se sirve una empanada grande.,Sarcástico
Mi hijo está jugando a ese juego ahora mismo. Me alegra ver que se preocupa por su seguridad.,Sarcástico
"Como comisionado de la NFL, me emociona ver a los jóvenes de nuestro país abrazar el sarcasmo en lugar del fútbol tradicional. Pero ¿por qué detenerse allí? Ya que el fútbol es para bárbaros, nosotros también deberíamos cambiar. Demos la bienvenida al nuevo entrenador de los Denver Broncos, Randy Marsh. Felicitaciones Marsh, buen trabajo.",Sarcástico
"Es evidente que cree que tiene un plan, así que ¡vamos, dejémosle hablar!",Sarcástico
"Cielos celestiales, sí. Me encantaría ser el entrenador del equipo de sarcasmobol.",Sarcástico
"Sí, no queremos que los niños se lastimen mientras juegan al fútbol, pero creo que tengo una manera de mejorarlo aún más. ¿Por qué los jugadores no usan sujetadores?",Sarcástico
"Sin embargo, me pregunto sinceramente si las armas son realmente necesarias.",Sarcástico
"Por supuesto, le hizo algo a mi cerebro y ahora no puedo dejar de ser sarcástico.",Sarcástico
¿Por qué no quieres que beba alcohol?,Sarcástico
"Sí, estamos hartos de que nuestros niños se lastimen jugando en el campo. Propongamos que el sarcasmoball sea el deporte oficial en todas las escuelas.",Sarcástico
Esto es genial. Es maravilloso que hayan venido en gran número para demostrar su apoyo al sarcasmo.,Sarcástico
"Si realmente lo pienso, ayúdame, USUARIO, ayúdame.",Sarcástico
"Sí, Stan, eso es lo que la gente quiere. No te preocupes, te ves genial.",Sarcástico
"¡Vamos, USUARIO, vamos!",Sarcástico
Ya sea en un motel o en un baño...,Sarcástico
"Sí, por supuesto, sobre todo después de las malas experiencias.",Sarcástico
"Corten, disculpen, voy a intentarlo de nuevo. Quiero decir, sería genial tener diez ligas de sarcasmoball en las que todos pudiéramos participar. ¡Oh, no!",Sarcástico
"Sí, me asustó mucho la ofensiva del otro equipo, que tenía una línea delantera muy fuerte.",Sarcástico
"""¿Hacer ejercicio un lunes? ¡Exactamente lo que tenía en mente!""",Sarcástico
¿Sabes qué? Tengo un paciente de Alzheimer de cincuenta años esperándome y que ni siquiera recuerda a su familia. Dejemos su caso a un lado y centrémonos en los posibles efectos del sarcasmobol en el cerebro.,Sarcástico
"Oh, sí, eso es bueno.",Sarcástico
