comment,category
new photos show hurricane matthew's path of destruction in haiti,0
satan depressed all weekend after man opts out of casino trip,1
"report: only 893,000 news stories to go until 2016 election over",1
embarrassed library of congress can't believe some of the albums it used to be into,1
"michelle, ross and carson on the wild ride to 'rupaul's drag race'",0
"for someone who says he hates making predictions, trump sure makes a lot of them",0
little karate figures on top of local dojo's trophies all cowering in fear,1
taco bell's five ingredients combined in totally new way,1
watch: why juliette lewis' parents helped her get emancipated,0
greece votes in its second election of 2015,0
american muslims and philanthropy,0
"mr. fuji, iconic pro wrestler and manager, dead at 82",0
study finds all-consuming self-pity best way to win back ex-partner,1
"skip the haunted houses, take a digital tour of abandoned buildings instead",0
kristen stewart ditches her brunette locks for a bleached 'do,0
secret service wanted to leak 'embarrassing' info on congressman,0
mysterious light seen near huge black hole,0
the story of how pumpkin spice lattes almost never happened,0
cadbury's chocolate will no longer be imported from the u.k. and everyone is depressed,0
"the nightlife in marrakesh, morocco",0
bbc upgrades flap to row,1
los angeles lakers -- oh how the mighty have fallen,0
tom hanks brags how 'smokin' hot' rita wilson is after 29 years of marriage,0
meet the amazing woman who created her family of 7 sons through adoption,0
"this 'magic mike xxs' parody won't fix your problems, but damn, it's funny",0
it's not about leading; it's about leading well,0
sen. tom cotton thinks 'tough guy' trump is ready to resume waterboarding,0
what's next for the chicago bulls?,0
"it's national 'twilight zone' day, so here's every creepy laugh from the show",0
trump-appointed judicial nominee displays legal expertise by withdrawing nomination,1
all the faces parents make every day,0
universe comes to halt as kid flips through first shark book,1
fired lesbian catholic school teacher locked out of archdiocese while trying to deliver petitions,0
"'everything, everything' answers calls for more movies about women of color just being women",0
"watch tom hardy sing (yes, sing) about a serial killer in this 'london road' scene",0
political blogger mass suicide to be discovered in several weeks,1
study finds eating doctor after birth can provide essential nutrients to new mothers,1
bush campaign paints kerry as pre-raphaelite contessa,1
omarosa was right and wrong in joining trump,0
psychiatrists deeply concerned for 5% of americans who approve of congress,1
joe biden backed bills to make it harder for americans to reduce their student debt,0
"universities, public spaces and the democratic way of life",0
the only way to know what neil gorsuch really thinks about gay sex is to ask him about it,0
u.s. continues proud tradition of  diversity on front lines,1
jennifer aniston takes rare selfie for the best possible reason,0
nation's tall asked to stand in back,1
clinton hitchhikes to st. louis for jazzfest,1
barack obama's endorsement couldn't come at a better time for hillary clinton,0
from 'that junkie chick' on hbo to soccer mom,0
consider britney spears thoroughly unimpressed with ariana grande's impression of her,0
nordstrom just low-key dropped a huge fall sale,0
bankrupt toys 'r' us forced to euthanize thousands of hatchimals,1
study exposes risks of conducting research while driving,1
michelle obama can still hear their little labored breaths when she closes her eyes,1
"'what happened?' keep asking, because we still don't know",0
suburban teen has near-def experience,1
kid not getting in strange van for anything less than king-size bar,1
different from the norm: 12 unique hotel stays in nyc,0
supreme court to consider lifting class-action bar for millions of workers,0
study: majority of new marine life species now discovered while cleaning oil spills,1
does your dog trust you enough to do this?,0
man going to take edge off with decades-long slide into alcoholism,1
report: crooked border guards planting illegal immigrants in cars,1
"eleven-year-old has miniskirt, pumps, vague notion of what sex is",1
'what was he wearing?' why the media needs to ask the right questions about rape and violence,0
curt schilling just going to assume he has speaking slot at rnc,1
judge orders florida's 'stand your ground' law to step back,0
"connection, mission, game: your best friends",0
u.s.â€“cuba relations end after obama hit by foul ball at exhibition baseball game,1
i'm young and healthy: why do i need an advance health care directive?,0
newly tenured professor now inspired to work harder than ever,1
"redford to re-digitize ordinary people, improve space battle",1
christopher cross finally reaches mexican border,1
cast-off paris hilton skin found in upper west side park,1
7 common misconceptions about the hebrew bible,0
hillary clinton drags taliban leader's body through streets of kabul,1
fda approves female-libido-enhancing man,1
"the most delicious (and grossest) hangover remedies, ranked",0
u.s. loses u.n. membership after soapy bo obama jumps up on secretary-general,1
usa original movie not that original,1
#napaquake:  how you can help keep #napastrong,0
biden regales dnc with story of '80s girl band vixen breaking hard rock's glass ceiling,1
a new kind of valentine's day,0
boyfriend vows to try harder,1
mcdonald's fights world hunger with new triple-decker burger,1
members of twisted sister now willing to take it,1
joe biden's decision not to run followed rampant media speculation that he would,0
winning lottery numbers so obvious in hindsight,1
democratic national committee asks its entire staff to resign,0
donald trump boosts the national enquirer as likely showdown with hillary clinton looms,0
adorable animated hunchback to shove self down area throats,1
network for public education study exposes charter school scams,0
exhausted olympians wake up early to repeat opening ceremony for american time zones,1
buddy sneaks into chest x-ray,1
more charges on the way in connection with baruch college hazing death,0
bird's nest 65 percent cigarette butts,1
national security council distracted by whimpering jared kushner pawing at door throughout meeting,1
new app matches you with others in vicinity who wasted $2.99 on same app,1
disgusted researchers can't even bring themselves to find out how much mayo the average american consumes yearly,1
area woman almost imagines taste of peppermint mocha on tongue but stops herself,1
reinventing win-win-win business relationships,0
democrats force vote to keep net neutrality rules,0
the best beef burger recipes to make this grilling season,0
man born to party dies partying,1
report: average american walks less than one mile each year with pants around ankles,1
arizona republicans want to prosecute protesters the same way they do terrorists,0
the first 'rogue one' trailer is a 'star wars' nerd's dream,0
bride gives dying father the best gift a daughter could give,0
45 million gallons of crude blood lost in red cross pipeline rupture,1
george foreman grill retires to promote own grill,1
megyn kelly: it's time to 'get comfortable' holding powerful men accountable,0
here's where all the 'gilmore girls' characters would have ended up,0
"desperate parents of abducted nigerian girls lose hope in government, turn to u.n.",0
rubio's path to an outright win has vanished,0
jeb bush campaign adviser serves on board of predatory college itt,0
nation's parents announce they have zero fucking patience for this bullshit,1
long-silent facebook friend comes out of woodwork with post asking about insulating windows,1
man accused of killing girlfriend on hike wanted insurance money,0
dick cheney would torture again,0
morbidly obese pumpkin wins contest,1
the gun doesn't have to go off for it to be a hate crime,0
reggie white to host fox's when atheletes talk,1
"another white house iftar, another ramadan without my brother",0
"roommate not seen for, like, five days",1
bush determined to find warehouse where ark of covenant is stored,1
paul simon wondering how one goes about getting a column on 'the huffington post',1
self-conscious flasher fully clothed under trench coat,1
what on earth do you have to do to be kicked out of politics?,0
john travolta is very thankful for 'dick poop',0
heroic goldfish given viking flushing,1
group of girls directs would-be suitor toward least attractive member,1
"neighbors tried to rescue this dog, but he's still suffering",0
exploring breast cancer in transgender communities,0
"it unclear why thousands of loud, chanting trump supporters gathering outside arena in iowa",1
'middle east peace process?' high time for a new name,0
family has extremely lax standards for who gets to be called aunt,1
lin-manuel miranda would like to remind you to put your phone away,0
converse high tops reveal tv character's eccentric personality,1
an art project over 40 years in the making lets people walk on water,0
"jonathan franzen slams jennifer weiner, again",0
billy ray cyrus to speak out on single-payer health-care issue on politically incorrect,1
87 killed in violent kerfuffle,1
denny's market researcher emerges from focus group shaken after finding out what americans really want for breakfast,1
former nfl player to sue minnesota vikings over investigation into anti-gay allegations,0
tyson beckford recalls the craziness before shooting britney spears' 'toxic' video,0
this rescue pit bull made his bed every day while waiting to be adopted,0
national trust for historic preservation to pay for andy rooney's upkeep,1
companies are doing a terrible job on sustainable cotton,0
concerned text from mom â€‹gleefully â€‹mocked like ramblings of village idiot,1
so that's what all those codes on your baggage tag mean,0
area dad looking to get average phone call with adult son down to 47.5 seconds,1
unesco weighs in on debate over where jesus was baptized,0
j.j. abrams is doing something real about #oscarssowhite,0
it's the horrifying tale of the drunk girl who won't stop partying,0
blood drains from mueller's face after realizing russia investigation might go all the way to white house,1
all of man's accomplishments overshadowed by hefty birth weight,1
tight wisconsin house primary too close to call (update),0
mcdonnell-douglas unveils new 'gay-dar',1
see the most intense 'secret in their eyes' trailer yet,0
weekend encounter with coworker never acknowledged,1
last 12 years a real wake-up call for area man,1
'it's just a nice place to live': meet the people of charleston,0
chris christie sticks taxpayers with huge bill for official portrait,0
queer icon kate bornstein holds groundbreaking conversation with theda hammel,0
father's day gift way shittier than mother's day gift,1
betty friedan honored with second-class postage stamp,1
algebra notebook forced to bear the brunt of teen's song lyrics,1
hospital comforts patients with new therapy oyster program,1
"uncertainty about hillary clinton's health is on the rise, poll finds",0
trump speaker warms up crowd with bizarre hillary-huma death fantasy,0
obama explains difference between police reform and 'war on cops',0
tsunami death toll rises to 36 americans,1
article about return of burger king chicken fries only news area man has clicked on today,1
trump maps out plan for first 100 days of not conceding election,1
nation's school systems held back a year,1
report: more american children raised by carjackers who didn't realize there was someone in backseat,1
dozens of black-rubber-clad masochists line up outside capitol for paul ryan's job,1
romney campaign releases new picture of candidate standing in situation room during bin laden raid,1
why dave brandon won't be michigan's athletic director next year,0
"child baffled by stationary, non-violent images",1
"suspect in kim jong nam's murder also sickened by toxic nerve agent, police say",0
even jennifer lawrence can't resist a good deal,0
u.s. to give limestone-based economy a shot starting next week,1
lisa turtle looks very different these days,0
classmates.com employees don't have heart to tell ceo about facebook,1
martin shkreli faces rough stay in prison system where inmates who funded hair theft are lowest caste,1
"'nothing would surprise me at this point,' says man who will be shocked by 8 separate news items today",1
new yorkers cower as clinton victory speech reverberates across entire state,1
you don't have to agree with donald trump to be upset about trade policy,0
andrew cuomo creates special unit to investigate post-election surge in hate crimes,0
rookie nascar driver gets lost,1
"gene wilder to make horrible, horrible movie",1
bernie sanders praises john mccain: he's 'a no bullsh*t guy',0
the gop on immigration: life imitating satire -- and vice versa,0
"what people are buying on amazon this week, besides baby banana toothbrushes",0
does my liver look fat in this?,0
court extends florida voter registration deadline after rick scott refuses,0
man silently eating personal pan pizza alone in corner of airport unaware this will be best part of 7-day vacation,1
bill clinton reveals what he misses most about being president,0
10 reasons not wearing yoga pants should be illegal,0
"man hates being put in position where he has to think, feel, or act",1
planned parenthood sues anti-abortion group behind undercover videos,0
an all-glowed-up 'wizards of waverly place' cast reunites for wedding,0
watch bill murray turn march madness to gladness once again,0
how a social media detox helped ed burns become more productive,0
report: clinton accepted rebate while in office depot,1
mccain silences critics with perfectly executed cartwheel,1
parents fighting about who's unhappier,1
kinda creepy peter pan pranks disney world,0
"local man knows he moved to minneapolis for something, but can't remember what",1
circular editor makes last-minute call to run fabric softener as top coupon,1
"even as 2018 looms, most in congress nearly always vote with trump",0
"fda okays every drug pending approval, takes rest of year off",1
concert spent constantly verifying presence of coat-check ticket in pocket,1
congress spotted leaving gay nightclub,1
man confident perfect dating app waiting for him out there somewhere,1
"new legislation would shut down u.s. education system, give each american student $3,000 to start own small business",1
queen elizabeth rushed to hospital for royal blood transfusion,1
obesity: an individualized approach doubles the success rate of weight loss therapy,0
"martin luther king bust first thing to go, romney adviser quietly thinking",1
"president trump compliments kim jong un, makes case for north korean nukes",0
michael b. jordan responds to trolls saying a black man can't play johnny storm,0
temporary worker permanently scarred,1
report: we don't make any money if you don't click the fucking link,1
google will team up with ford to build self-driving cars: report,0
"yeah, area man is drunk... so?",1
"why goals are landmarks meant to be passed, not reached",0
hunters need to start talking about guns more,0
"boy george opens up about happiness, being a u.s. politics junkie and more",0
'stranger things' season 2 trailer is an eleven out of ten,0
here are the best kimye wedding instagrams,0
"fetid, shit-covered elon musk announces plan to revolutionize nation's sewage system",1
"protect inventors or take down trolls? patent reform with senator john cornyn, ceo innovestion, and rackspace",0
pope beatifies god in important step toward sainthood,1
congressman knows regular lobbyist's order without even having to be told,1
transplanted new yorker disappointed with local bagel scene,1
secretary of treasury announces plan to remove gross penny from circulation,1
"i need feminism, so why do some feminists exclude me?",0
"humor, hope, and human rights: on the loss of robin williams",0
good karma returns for sikh man who removed turban to help injured boy,0
2016 perspectives from the festival of politics,0
donald trump 'sad to see' confederate monuments being taken down,0
gop sen. bob corker: trump hasn't demonstrated 'stability' or 'competence',0
"chris hughes throws in the towel, puts 'new republic' up for sale",0
network like a genius: insights from a world-class marketing guru,0
"ashley graham is done with the 'too fat, too thin' debate",0
couple's friendly twitter war shows solo sex is better than fifa,0
the public health threat of private anger,0
'it takes us' photo project shows survivors of gun violence,0
"america, the next hobby lobby case is heading for the supreme court",0
congress establishes bill suggestion hotline,1
wading into the amazon rainforest in search of illegal logging,0
world cup boosts iran's image and highlights political sports battles,0
brooklyn queer performance showcase 'ritual' celebrates two year anniversary,0
margin notes left on menu from previous ruby tuesday customer,1
dairy company introduces lots-of-pulp milk,1
iggy pop only one allowed in grocery store shirtless,1
oddsmakers say oakland raiders a long shot to finish season,1
"epa to drop 'e,' 'p' from name",1
chuck schumer: democrats will filibuster neil gorsuch's nomination,0
there can be dignity in the face of poverty,0
senate dems want to know more as trump nominees cash out at their old jobs,0
fitness chain bans cable news for not being part of a healthy lifestyle,0
bernie kicks into overdrive in nh,0
austin rogers explains the real secrets to his 'jeopardy!' success,0
losing a child without losing your mind,0
bush to london bombers: 'bring it on',1
black man given nation's worst job,1
report: guy just put 10 bucks in jukebox,1
manager slits own throat after realizing some members of company not on same page,1
zsa zsa or eva gabor dead,1
this is why you shouldn't go to the circus,0
bbc reveals happy ending to 'planet earth ii's' most heartbreaking scene,0
army veteran faces 120-year sentence for firing 2 shots into air,0
"news roundup for september 15, 2017",0
half-empty bottle of malibu found in woods behind school,1
british royal family sadly announces death of prince charming,1
report: murderer who escaped in 1996 remains most successful case of prisoner reintegration,1
russians who hacked dnc reportedly target france's presidential frontrunner,0
259 new objects now available in gummi form,1
newly unemployed woman enjoys equal pay for first time in career,1
wheelchair-bound student would have preferred to sit out pep rally,1
the government problem,0
'what were we talking about again?' says trump 15 seconds into phone call to family of fallen soldier,1
"north korea claims new long range missile has ability to fly right up in the air, not unlike a bird or a fly",1
reclaiming our faith in the era of trump,0
taraji p. henson announces memoir 'around the way girl',0
diet candy's aftertaste experienced 12 years later,1
clinton blasts obama for slamming edwards jab,1
ariana grande reportedly dating 'snl' star pete davidson,0
the best maternity style moments at the grammys,0
exuberant trump rally crowd bats syrian refugee child around arena before candidate comes on stage,1
tarantino-style 'star trek' trailer shows us the wonderful potential,0
empty 'about us' page leaves chinese buffet's origins shrouded in mystery,1
city adds some big concrete stairs,1
controversy erupts after uk retailer removes gender labels from kids' clothes,0
"dennis hastert fights to locate, save neck",1
daddy hitting mommy again,1
guy riding atv has really been looking forward to breaking his neck on wooded trail,1
teachers and politicians mount final push to keep betsy devos away from public schools,0
love the real you: the case for self love,0
terry jones - could have at least manned up and burned one koran,1
a little nonsense,0
"quick, painless death tops holiday wish list of local veal calf",1
man floating in bubble rescued,0
how a man who got his start in construction became the most powerful foreign policy voice in congress,0
women in tech: an interview with wendy lea,0
"'holy shit, the government owes me 50 million dollars,' reports man incorrectly filling out his taxes",1
"report: just so you know, your younger sister probably getting laid pretty regularly these days",1
"huffpost rise morning newsbrief, october 20",0
hardened snacker keeps trying to rediscover that first mind-blowing nacho cheese high,1
senator baucus shows rest of congress where he found the dead body,1
"russell crowe reacts to death of john nash, 'a beautiful mind' mathematician",0
bruce davis eligible for parole for charles manson family murders,0
last people left at party a ragtag assembly of friends of friends,1
marvel won't make a female thor movie 'any time soon',0
how to really listen in a difficult conversation (6.2),0
"mitch mcconnell has hands, vocal cords removed to prevent self from holding hearing on scalia replacement",1
monsanto develops hardier strain of corn that yields 4 times normal litigation,1
this guy used augmented reality to recreate 'the ring' in real life,0
jeremy lin makes it a gold christmas for lakers,0
aunt flo makes all the visits you never asked for in adorable video,0
town hall attendees still standing patiently waiting for their questions to be answered,1
"when it comes to pregnancy discrimination, equal is not the same as fair",0
tearful mitt romney announces he has rare disease where you can't sit quietly on stool when repeatedly asked to,1
idea to see mario van peebles movie occurs to no one,1
"'the other side of memorial day,' or dying in paradise",0
education reform and evidence,0
hbo announces 'game of thrones' not coming back this weekend,1
voters look on in horror as 3 new republican candidates appear in place of scott walker,1
new study finds americans need 6 hours of sleep at work,1
high school student whines his way to 4.0 gpa,1
obama administration releases nation's phone records to public,1
donald trump casts doubt on russian election interference ahead of vladimir putin meeting,0
marilu henner named u.s. secretary of mid-level talent,1
gallant man extremely concerned about drunk woman's welfare,1
these vintage coloring books were around before adult coloring was cool,0
uptight matron enjoys handful of pills,1
sudanese elephant trying to forget,1
"theater: glorious ""spring,"" sugar ""daddy,"" stingy stein",0
a sadder pride because of washington inaction,0
an mtv 'cribs'-style tour of pluto,0
why i'm choosing to move to nyc,0
14 things 'parks & recreation' taught us about food,0
13 reasons to feel hopeful during a rough month,0
'this was the xfl': examining television's greatest sports flop ever,0
"j.lo and a-rod will each donate $25,000 to hurricane harvey victims",0
public school closures are an attack on arkansans of color,0
fireworks accident blows off tip of florida,1
new film takes an honest look at life with a transgender parent,0
5 ways to be a sustainable traveler,0
fda approves new pasta shape,1
top official resigns from trump epa with scathing letter,0
"'that seems about right,' says soon-to-be-audited man",1
shutting out the gun nuts? cigarettes may show the way,0
just some guys in england driving a tank to the gas station,0
wife unfazed by husband's sad e-mails to other women,1
why top talent is passing your company by,0
star wars gamer magazine boldly claims to be the leading magazine for star wars gamers,1
john boehner to paul ryan: 'i was once young and beautiful too',1
even chrissy teigen has a legendary bill murray story,0
3 numbers that say a lot about donald trump,0
student climate change activists deserve support and action for carbon pricing campaign,0
this desperate dad is trying to ward off the terrible twos,0
'timmy' kimmel explains how the truth works to donald trump,0
meghan markle confirms her dad won't attend the royal wedding,0
red lobster offers new 'top hat full of shrimp' to attract wealthier customers,1
"no, drake and serena williams are still not engaged",0
letter of recommendation clearly written under duress,1
is facebook making us lonely?,0
haiku reviews: art 2014 roundup iv,0
u.s. dollar drops against counterfeit u.s. dollar,1
moments leading up to romney's concession most likely hilarious,1
gay guys get personal and ask straight men all of their burning questions,0
you must know yourself before you can truly address your problems,0
report: bots now make up 22% of twitter executives,1
inside the senate's bipartisan move to gut post-crisis banking regulations,0
mom starting to fear son's web series closest thing she will have to grandchild,1
unregistered sex offender notifies neighbors in his own way,1
"gorsuch, like thomas, will get his big payback",0
kansas secretary of state: only obstacle voter id causes may be 'exerting calories',0
shocked dzhokar tsarnaev always thought classmates were really great judges of character,1
why writers must plan to be surprised,0
"the making of 'alias grace,' a margaret atwood true-crime mystery",0
what to watch on hulu that's new this week,0
latest bin laden tape for completists only,1
bill and melinda scoggins foundation pledges $58 for charity,1
touring raffi refuses to play 'shake my sillies out',1
he's baaaaack!,0
area insurance salesman celebrates 14th year of quoting fletch,1
fcc chief cites special occasion for allowing vaginal penetration on network sitcom,1
u.s. cryptographers: 'frpx-k5je-oc4n-e5dn',1
new documentary reveals secrets behind an exxonmobil disaster,0
office exiles menstruating hr manager,1
mass graves suggest systematic killing of rohingya in myanmar,0
"the olympic committee awards the 2024 games to macron, not trump",0
cricket located,1
adjusting several sliders on recording studio's mixing console pays off big time,1
hillary clinton gives emotional shoutout to daughter of slain sandy hook principal,0
insufferable prick distinctly said no cilantro,1
hypochondriac convinced patient has cancer,1
ozzy osbourne bites head off five-pound chocolate rabbit,1
keep the change: the beads that bought manhattan,0
australian ambassador gets engaged in paris and gives us lifetime goals,0
"michelle obama: 'well, there are 8 years of my life i'll never get back'",1
the key to chip and joanna gaines' marriage isn't really a secret,0
the final indian war in america about to begin,0
study finds more americans waiting to start secret second families until later in life,1
a conversation with pavel durov,0
8 ways to really travel better,0
the sixth season of 'downton abbey' will reportedly be its last,0
"the politics of accessibility: love, work & survival schemes",0
donors giving to orlando victims' fund at a record rate,0
megyn kelly on donald trump: 'i have done my level best to not make this story about me',0
"cat looking out window, bird form unbelievably intense fifth-of-a-second bond",1
national weather service to give hurricanes full names,1
area man not exactly sure why doctor needed him undressed for that,1
drug deal goes great,1
"panthers donate $10,000 to each family of charleston shooting victims",0
just how is obama's foreign policy a failure?,0
men did most of the talking in 2016's super bowl commercials,0
8 surprising memory boosters,0
white house: 'this is not the geologic era to debate gun control',1
concerts held to wish world's poor good luck,1
trump calms nerves before inaugural address by reminding himself he's the only person who actually exists,1
queen elizabeth annoyed nude pictures of prince harry don't show anything good,1
man surprises girlfriend by drawing them in different animation styles,0
physics teacher's car accident would've made perfect example for class,1
"controlling birth, controlling pregnant women",0
underfunded school lacks resources to calculate student-to-teacher ratio,1
easy wife gives it up on first date night,1
no one at porn site responding to area man's bad link report,1
massive protests call for an end to togo's 50-year political dynasty,0
study finds suspicious circumstances still leading cause of death in russia,1
congress debates coolness of rush,1
watch: why mirrors flip things sideways but not upside down,0
high school production of our town features line memorization,1
dan coats lifts junior senator onto his shoulders to give better view of state of the union,1
"'urban legends true,' says friend of cousin's roommate",1
sean spicer quietly puts painting back over unfinished escape tunnel,1
bono outbids everyone at charity auction for bono-autographed guitar,1
louvre curators hurry to display ugly van gogh donor gave them before surprise visit,1
jew-sponsored stock car booed off track,1
seymour hersh uncovers new thing too sad to think about,1
families of missing flight passengers just hoping media gets closure it needs,1
the health care fight is driving more democrats to run for office,0
sport and society for arete - rio 2016,0
christie's auctioneer throws in sketch of a horse he did to see if anyone bites,1
ford recalls 2010 mustang for being too cool,1
miracle paycheck lasts for 7 whole days,1
30 days of online dating: my first tinder date,0
sudanese youths go wild for great taste of any food whatsoever,1
pankaj mishra's incredible india,0
special counsel robert mueller probing trump business transactions: report,0
communists now least threatening group in u.s.,1
republican lawmakers are now getting their ideas from fox news commercials,0
pope's renal system proves fallible,1
paul ryan discovers half-finished escape tunnel leading out of speaker's office,1
ken burns completes documentary about fucking liars who claimed they watched entire 'jazz' series,1
inner-city teacher inspires students to stab him,1
officials warn flint residents that some areas have higher lead levels than filters can handle,0
bernie sanders shows how reagan destroyed the middle class,0
"father of war hero near tears as he pleads with paul ryan, mitch mcconnell to 'repudiate' trump",0
herbie goes bananas,1
emancipated gay: challenging the lgbt stronghold on what it means to be gay,0
humane society worker secretly glad to see nippy dachshund put down,1
"hasan minhaj inks netflix deal, is first indian-american to front weekly comedy show",0
gay marriage finds scant mention among republicans at values voter summit,0
2012 prius to feature rudimentary reproductive system,1
moderator explains that gop will have 2 minutes after every trump response to distance selves from candidate,1
"rohingya muslims flee as more than 2,600 houses burned in myanmar's rakhine",0
knowshon moreno asks broncos if there's anything else to drink besides gatorade,1
age-defying makeup tips for women over 50,0
sri srinivasan: supreme court justice in the making?,0
jim carrey's scathing portrait of trump as the joker will give you nightmares,0
biden's buffalo wing challenge dinner not sitting too well,1
frito-lay targets blacks with new menthol doritos,1
time-traveling hillary clinton warns self to do everything in exact same way,1
a look into the nyc that was never built,0
lena waithe stuns at met gala as a queer superhero,0
cheney regrets buying bush laser pointer,1
"teens throwing rocks at overgrown, long-vacant supreme court seat",1
be still our hearts: raspberry chocolate grilled cheese sandwiches,0
creepy older brand clearly targeting female 18-to-24-year-olds,1
chris christie's professed priorities,0
"someone stole a ton of very, very valuable bull semen",0
grown adult walks right into karate studio,1
magical marseille,0
how lupita nyong'o got the role of trevor noah's mom in upcoming movie,0
'pan' fails to take flight at the box office,0
word 'immunity' used outside of reality show for first time in five years,1
trump thinking of beginning rnc speech with sexist tirade he was saving for special occasion,1
second nintendo controller sits unused,1
a nature vs. nurture debate: where does music taste originate?,0
suspected smugglers appear in court after refugee truck tragedy,0
floor pizza and the new mediocrity,0
mississippi town rejects 'historic' lgbtq pride parade despite local support,0
congress finally passes bipartisan legislation to address opioid epidemic,0
new babysitter can already tell this kind of kid who gets naked for no reason,1
wine cooler goes straight to dental-office receptionist's head,1
clinton emotionally ready to start getting blow jobs again,1
power-plant employee sneaks electricity home in lunchbox,1
unclear if grandma just friends with 81-year-old widowed man,1
north korea releases new paintings of healthy kim jong il,1
channing tatum teases 'gambit': 'wait till you see what we're going to do',0
clinton announces transition leadership should she win in november,0
bats shooed out of nation's waterslide tunnels in preparation for summer,1
david crosby shows photo of dwarven blacksmith to barber to give idea of what he wants,1
puppy love leads to human baby,1
inconsiderate woman on bus eating live tuna,1
"elderly dog can already tell owner doesn't think she's worth $3,000 gallstone surgery",1
danny cortez is a dangerous man,0
hillary clinton wins northern mariana islands democratic caucus,0
more vegetables evolving chocolate-sauce-filled centers as evolutionary imperative,1
a photo history of south african apartheid 20 years on,0
8 tips for dealing with the loss of a loved one,0
frocked podium boys shine in pre-state-of-the-union rituals,1
world war ii hero cursed out for driving speed limit,1
birthday wish wasted on trying to bring dad back,1
laid-off zoologist goes on tranquilizing rampage,1
year abroad changes student's worldview for one year,1
former senator to run pot company,0
hillary clinton taps jay z to urge young black americans to vote,0
this will make all of your troubling thoughts drift away,0
trump super pac gets 12-year-old girl to interview roy moore,0
new co-op airline offers cheaper fares if you help fly the plane,1
netanyahu feeling like trip to us to start world war iii went pretty well,1
"i misplaced my fancy camera on assignment in peru, but my iphone saved the day",0
customer service operator safely in remote location,1
china vows to begin aggressively falsifying air pollution numbers,1
"civil rights groups sue missouri, saying it's failing to automatically update voter records",0
man worried antidepressants will leave trace of original personality,1
thursday cry moved up to wednesday due to scheduling conflict,1
an unexpected health consequence of the california drought,0
location of newest mass shooting revealed,1
"newly engaged couple receives incredible outpouring of insincerity from family, friends",1
resolving to be kind: 10 resolutions for 2015,0
teacher protests in detroit cause schools to close,0
watch: u.s. gets even with sensational goal,0
bill gates' wife worried he's lying in a ditch full of money somewhere,1
carson says trump knows judge attack was wrong,0
'run the rock 2020' committee created to make dwayne johnson president,0
valencia college mourns 7 of its students killed in pulse nightclub shooting,0
nuclear warhead thrilled for chance to finally escape north korea,1
polling booth completely disgusting by time last voters get there,1
kid who hugged cop in viral protest photo feared dead in family car plunge,0
macaulay culkin hoping some 'funny or die' writer comes up with video idea for him,1
the limits of corporate citizenship: why walgreen shouldn't be allowed to influence u.s. politics if it becomes swiss,0
deciphering what one woman wants in a man,0
take yourself to work every day!,0
"army vet accused of murder came to nyc to kill black men, cops say",0
miracle cyclist crashes into high-speed train and survives,0
dad defends son's cruella halloween costume from 'small-minded' bigots,0
second-grade music student goes nuts with cowbell,1
movie characters happen to pass through pamplona on the one week bulls run,1
"trump lawyers anxious 4,731st shoe will drop",1
"anticipating clashes with trump, california puts eric holder on retainer",0
google reviewed 2017 and it's enough to make us all cry,0
proof that apple watch owners are desperate to convert you to their side,0
commercial blasted for product placement,1
putin learns putin behind plot to assassinate putin,1
miley cyrus keeps her sense of humor amid hospitalization,0
vanessa williams reveals plans for new album,0
report: rest of pottery class knows each other from previous pottery class,1
these timelapses of america's fastest-growing cities will make your jaw drop,0
royal baby born,1
more than two in five american adults carry hpv,0
zamboni crime family indicted in ice-shaving scandal,1
fighting gets worse in yemen despite saudi pledge to halt campaign,0
cheap airfare sole reason for trip to italy,1
man under mistaken impression he his own harshest critic,1
teen makes clever remark during science class,1
man forced to come up with 45 seconds of facial expressions while waitress lists off specials,1
here's why hillary clinton's federal reserve plan is a big deal,0
usher and harry belafonte talk activism in joint appearance,0
donald trump says he'll cancel boeing's air force one contract,0
the apple watch: changing the face of time,0
merrick garland tears up during fifth grade commencement address,0
lorna simpson creates haunting meditations on the state of blackness in america,0
"during the debate, these two did the unthinkable and united the country",0
look at it: it's goddamn beautiful,1
pot and cigarette smoking have at least one health consequence in common,0
nato confronts turkey on human rights concerns after donald trump lets them slide,0
snapchat's snapcash: is peer-to-peer payment safe?,0
same jumbotron used for marriage proposal used to ask for divorce,1
second-guessing obama's foreign policy,0
"i couldn't love myself, so i loved my self-judgment",0
a digital magna carta between two doors,0
pregnant jessica simpson pulls out fetus for photo op,1
gop blames 'lackluster' candidate and his 'porn stache' for pennsylvania setback,0
lindsay wagner to star in anything offered her,1
5-million-car pileup kills dallas-fort worth,1
new york's finest protect new york's richest,1
weinstein company files for bankruptcy after sale talks collapse,0
new rule from obama will punish contractors who cheat or endanger workers,0
burger king's 'who is the king?' vote reportedly angers belgian royal,0
"obama: families of gun violence victims don't care about politics, just change",0
iran's startups promise paradise for the country's unemployed youth,0
"great, now it's turned into a whole big thing",1
parents seize creative control of 3rd-grade art project,1
dukes of hazzard sharply declines in kitsch value,1
"report: nation thinking about big, warm piece of cinnamon coffee cake right now",1
totally not drunk new mexico governor chastises cops for breaking up her hotel party,0
rock fans outraged as bob dylan goes electronica,1
"'i don't know who i am anymore, little buddy!' says mother in midst of nervous breakdown",1
report: 79% of sincere thoughts played off as jokes,1
